City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
660,Benicarlo,ES,78.91,clear sky,40.4165,0.4271,Hotel & Spa Peñíscola Plaza Suites
661,Lubao,PH,78.87,moderate rain,14.9167,120.55,Hacienda Gracia
662,Bubaque,GW,77.05,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
665,Zaysan,KZ,74.88,broken clouds,47.4667,84.8667,Ерлан үй
666,San Remo,IT,81.09,clear sky,43.8182,7.7612,Royal Hotel Sanremo
669,Kloulklubed,PW,82.9,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
670,Gorontalo,ID,86.54,clear sky,0.5412,123.0595,Maqna Hotel by Prasanthi
671,Isangel,VU,84.31,broken clouds,-19.55,169.2667,Tanna Lodge
672,Ahuimanu,US,85.71,shower rain,21.4447,-157.8378,Paradise Bay Resort
673,Pali,IN,82.08,broken clouds,25.7667,73.3333,HOTEL THE AMBA VILAS
674,Bud,US,84.22,clear sky,39.447,-86.1758,Ted McQuinn Trust
675,Kumano,JP,80.94,overcast clouds,34.3442,132.5894,ホテル コラソン
677,Amarillo,US,90.09,clear sky,35.222,-101.8313,Microtel Inn & Suites by Wyndham Amarillo
678,Erzin,TR,74.39,clear sky,36.9559,36.2,Artemis Otel
679,Darnah,LY,76.01,clear sky,32.767,22.6367,فندق الفردوس
680,Najran,SA,84.85,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
682,,,,,,,
683,Bhan,PK,88.45,clear sky,26.5583,67.7214,ZAMIN Ali Khushk
