City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,Vestmannaeyjar,63.4427,-20.2734,52.09,84,73,14.0,IS,2022-07-21 00:48:58
291,Sao Filipe,14.8961,-24.4956,76.05,88,71,4.27,CV,2022-07-21 00:48:58
292,La Palma,33.8464,-118.0467,99.97,55,0,11.5,US,2022-07-21 00:48:58
293,Thyolo,-16.0678,35.1405,56.37,82,10,2.15,MW,2022-07-21 00:48:59
294,Santa Isabel,-23.3156,-46.2214,63.7,97,36,2.24,BR,2022-07-21 00:48:59
295,Verdun,49.25,5.3333,64.17,94,6,6.33,FR,2022-07-21 00:48:59
296,Cherskiy,68.75,161.3,47.8,39,8,18.19,RU,2022-07-21 00:49:00
297,Kulhudhuffushi,6.6221,73.07,80.85,74,100,21.16,MV,2022-07-21 00:49:00
298,Sur,22.5667,59.5289,83.23,77,100,13.38,OM,2022-07-21 00:49:00
299,Iquique,-20.2208,-70.1431,59.04,78,75,2.51,CL,2022-07-21 00:49:01
300,Makakilo City,21.3469,-158.0858,82.72,62,75,19.57,US,2022-07-21 00:47:25
301,Upernavik,72.7868,-56.1549,48.11,70,100,7.78,GL,2022-07-21 00:46:11
302,Isangel,-19.55,169.2667,82.51,78,75,6.91,VU,2022-07-21 00:49:01
303,Tautira,-17.7333,-149.15,76.37,73,21,9.64,PF,2022-07-21 00:49:02
304,Vigeland,58.0844,7.305,64.94,79,100,3.13,NO,2022-07-21 00:49:02
305,Mnogovershinnyy,53.9353,139.9242,62.62,68,98,6.62,RU,2022-07-21 00:49:02
306,Cairns,-16.9167,145.7667,81.1,67,40,13.8,AU,2022-07-21 00:49:03
307,Chiredzi,-21.05,31.6667,62.24,87,79,5.19,ZW,2022-07-21 00:49:03
308,Esperance,-33.8667,121.9,56.26,78,100,19.24,AU,2022-07-21 00:49:03
309,Adrar,20.5022,-10.0711,88.99,29,29,8.95,MR,2022-07-21 00:49:04
310,Coahuayana,18.7333,-103.6833,84.78,80,17,3.8,MX,2022-07-21 00:45:24
311,Pekin,39.9075,116.3972,82.29,57,33,0.87,CN,2022-07-21 00:44:31
312,Tahta,26.7693,31.5021,82.69,28,0,10.2,EG,2022-07-21 00:49:04
313,Diu,20.7141,70.9822,79.79,87,100,14.09,IN,2022-07-21 00:47:30
314,Huron,41.1501,-82.5499,80.73,91,0,15.5,US,2022-07-21 00:49:05
315,Brus,43.3836,21.0336,65.68,46,0,5.37,RS,2022-07-21 00:49:05
316,San Severino Marche,43.2281,13.1802,79.54,48,0,4.63,IT,2022-07-21 00:49:06
317,Uruguaiana,-29.7547,-57.0883,67.93,100,0,4.61,BR,2022-07-21 00:49:06
318,Brownsville,25.9018,-97.4975,89.6,70,40,21.85,US,2022-07-21 00:45:02
319,Iqaluit,63.7506,-68.5145,46.13,93,100,2.3,CA,2022-07-21 00:49:06
320,Taoudenni,22.6783,-3.9836,93.43,31,99,11.39,ML,2022-07-21 00:49:07
321,Xining,36.6167,101.7667,52.45,96,100,4.16,CN,2022-07-21 00:50:07
322,Sligo,54.2697,-8.4694,51.69,88,100,4.09,IE,2022-07-21 00:50:07
323,Kedrovyy,56.1667,91.8167,55.81,83,26,5.35,RU,2022-07-21 00:50:08
324,Cururupu,-1.8283,-44.8683,73.69,93,77,2.8,BR,2022-07-21 00:50:08
325,Beaverlodge,55.2166,-119.4361,74.55,43,14,13.53,CA,2022-07-21 00:50:08
326,Turayf,31.6725,38.6637,79.05,44,0,11.5,SA,2022-07-21 00:50:08
327,Sabla,12.7525,4.7077,79.72,70,100,7.54,NG,2022-07-21 00:50:09
328,Ulladulla,-35.35,150.4667,57.13,73,96,7.61,AU,2022-07-21 00:50:09
329,Mahanje,-9.9333,35.3333,60.55,71,98,1.48,TZ,2022-07-21 00:50:10
330,Vilhena,-12.7406,-60.1458,67.05,45,35,3.36,BR,2022-07-21 00:50:10
331,Chabahar,25.2919,60.643,82.4,83,100,9.19,IR,2022-07-21 00:50:10
332,Russell,32.3502,-85.1999,88.83,73,100,9.64,US,2022-07-21 00:45:24
333,Keetmanshoop,-26.5833,18.1333,52.14,49,1,3.04,NA,2022-07-21 00:50:11
334,Pontal Do Parana,-25.6533,-48.5128,60.82,95,91,2.86,BR,2022-07-21 00:50:11
335,Luderitz,-26.6481,15.1594,55.74,62,0,14.61,NA,2022-07-21 00:50:11
336,San Cristobal,7.7669,-72.225,75.38,99,32,3.87,VE,2022-07-21 00:50:11
337,Yaan,7.3833,8.5667,72.32,92,100,5.66,NG,2022-07-21 00:50:12
338,Salekhard,66.53,66.6019,57.88,70,94,9.08,RU,2022-07-21 00:50:12
339,Totness,5.8833,-56.3167,77.77,86,16,9.57,SR,2022-07-21 00:50:13
340,Kholodnyy,62.7167,147.95,57.36,79,100,5.68,RU,2022-07-21 00:50:13
341,Gat,31.61,34.7642,76.41,100,0,3.24,IL,2022-07-21 00:47:04
342,Dobryatino,55.5055,41.3195,51.42,98,93,3.51,RU,2022-07-21 00:50:13
343,Kamaishi,39.2667,141.8833,76.59,76,100,4.68,JP,2022-07-21 00:47:44
344,Koumac,-20.5667,164.2833,81.19,68,88,4.21,NC,2022-07-21 00:50:14
345,Yulara,-25.2406,130.9889,55.98,35,10,12.86,AU,2022-07-21 00:50:14
346,Winnemucca,40.973,-117.7357,98.65,10,0,13.8,US,2022-07-21 00:50:14
347,Kathmandu,27.7167,85.3167,70.02,100,75,2.3,NP,2022-07-21 00:46:56
348,Balkhash,46.844,74.9804,77.61,41,0,13.42,KZ,2022-07-21 00:50:15
349,Cidreira,-30.1811,-50.2056,61.7,94,2,15.5,BR,2022-07-21 00:50:15
350,Mubi,10.2676,13.2644,69.53,97,100,1.95,NG,2022-07-21 00:50:15
351,Broome,42.2506,-75.833,84.67,60,0,10.36,US,2022-07-21 00:46:29
352,Yerbogachen,61.2767,108.0108,64.51,72,5,4.97,RU,2022-07-21 00:47:34
353,Luwero,0.8492,32.4731,59.11,67,32,2.1,UG,2022-07-21 00:50:16
354,Severo-Yeniseyskiy,60.3725,93.0408,58.53,68,40,4.05,RU,2022-07-21 00:50:16
355,Beira,-19.8436,34.8389,66.29,93,20,3.44,MZ,2022-07-21 00:50:16
356,Sabang,5.8933,95.3214,82.69,71,71,19.06,ID,2022-07-21 00:50:17
357,Emerald,-23.5333,148.1667,61.39,80,100,12.28,AU,2022-07-21 00:50:17
358,Viransehir,37.2353,39.7631,80.2,42,0,6.85,TR,2022-07-21 00:50:17
359,Lompoc,34.6391,-120.4579,89.78,66,0,14.97,US,2022-07-21 00:50:18
360,Xunchang,28.4543,104.715,78.76,66,65,1.1,CN,2022-07-21 00:50:18
361,Duluth,46.7833,-92.1066,81.07,51,0,14.97,US,2022-07-21 00:47:45
362,Puerto Ayacucho,5.6639,-67.6236,74.79,88,94,1.79,VE,2022-07-21 00:50:19
363,Tara,56.8944,74.371,60.37,99,100,3.2,RU,2022-07-21 00:50:19
364,Namibe,-15.1961,12.1522,62.29,79,0,8.39,AO,2022-07-21 00:50:19
365,Ambilobe,-13.2,49.05,68.23,67,1,8.3,MG,2022-07-21 00:50:19
366,Bandarbeyla,9.4942,50.8122,74.28,82,7,24.02,SO,2022-07-21 00:50:20
367,Spearfish,44.4908,-103.8594,88.86,19,0,16.11,US,2022-07-21 00:50:20
368,Tupik,54.4253,119.9327,66.47,85,86,0.63,RU,2022-07-21 00:50:20
369,Ossora,59.2353,163.0719,62.85,65,15,7.61,RU,2022-07-21 00:51:21
370,Atlantis,-33.5667,18.4834,43.99,80,0,3.47,ZA,2022-07-21 00:51:21
371,Lively,46.4334,-81.1498,70.72,91,86,8.7,CA,2022-07-21 00:51:21
372,Wenling,28.3669,121.36,86.18,79,85,7.4,CN,2022-07-21 00:51:22
373,Shimoda,34.6667,138.95,79.16,77,100,7.52,JP,2022-07-21 00:51:22
374,Portree,57.4129,-6.1942,53.53,95,84,4.25,GB,2022-07-21 00:51:22
375,Boffa,10.1667,-14.0333,74.5,96,100,3.87,GN,2022-07-21 00:51:23
376,Beli Potok,44.7061,20.5197,68.18,66,0,3.13,RS,2022-07-21 00:51:23
377,Partenit,44.578,34.3446,69.91,60,1,8.5,UA,2022-07-21 00:51:23
378,Pafos,34.7667,32.4167,74.98,60,0,4.61,CY,2022-07-21 00:51:24
379,Cape Coral,26.5629,-81.9495,89.65,70,0,4.61,US,2022-07-21 00:48:57
380,Krasnoselkup,65.7,82.4667,54.82,74,96,1.28,RU,2022-07-21 00:51:24
381,Amudat,1.95,34.95,66.83,70,98,2.53,UG,2022-07-21 00:51:24
382,Mendi,-6.1761,143.6513,61.48,91,95,2.98,PG,2022-07-21 00:51:25
383,Nouadhibou,20.931,-17.0347,69.78,94,20,5.75,MR,2022-07-21 00:51:25
384,San Policarpo,12.1791,125.5072,84.02,77,100,5.95,PH,2022-07-21 00:51:25
385,Kurayoshi,35.4333,133.8167,80.51,80,100,1.23,JP,2022-07-21 00:51:26
386,Soyaniquilpan,19.9833,-99.5,66.97,47,8,13.87,MX,2022-07-21 00:51:26
387,Sola,-13.8833,167.55,81.25,78,14,18.52,VU,2022-07-21 00:51:26
388,Hovd,48.0056,91.6419,59.45,47,0,1.21,MN,2022-07-21 00:51:27
389,Nishihara,26.1842,127.7558,90.68,84,20,8.05,JP,2022-07-21 00:51:27
390,College,64.8569,-147.8028,69.08,51,40,12.66,US,2022-07-21 00:51:27
391,Yumen,40.2833,97.2,64.35,42,0,19.42,CN,2022-07-21 00:51:28
392,Lamar,33.6668,-95.5836,100.31,37,0,3.44,US,2022-07-21 00:51:28
393,Pijijiapan,15.7011,-93.23,79.54,88,75,0.69,MX,2022-07-21 00:51:28
394,Rockland,41.1668,-74.0496,89.13,69,0,4.16,US,2022-07-21 00:51:29
395,Acapulco,16.8634,-99.8901,82.87,84,100,5.12,MX,2022-07-21 00:49:31
396,Oyama,36.3,139.8,87.58,57,100,3.38,JP,2022-07-21 00:51:29
397,Berlevag,70.8578,29.0864,55.4,100,40,0.0,NO,2022-07-21 00:51:29
398,Batemans Bay,-35.7167,150.1833,53.1,79,100,2.37,AU,2022-07-21 00:51:30
399,Sorland,67.667,12.6934,51.66,91,100,14.83,NO,2022-07-21 00:51:30
400,Katsuura,35.1333,140.3,80.64,77,100,9.46,JP,2022-07-21 00:51:30
401,Bafq,31.6128,55.4107,79.88,21,0,4.25,IR,2022-07-21 00:51:31
402,Buchanan,5.8808,-10.0467,74.98,78,100,10.56,LR,2022-07-21 00:48:29
403,Bereda,43.2686,-7.5406,63.41,98,96,5.82,ES,2022-07-21 00:51:31
404,Campbellsville,37.3434,-85.3419,87.91,63,73,1.99,US,2022-07-21 00:51:31
405,Hue,16.4667,107.6,86.11,79,20,2.3,VN,2022-07-21 00:51:32
406,Mitsamiouli,-11.3847,43.2844,75.27,66,0,9.4,KM,2022-07-21 00:48:11
407,Vagur,61.4732,-6.8119,49.41,89,99,15.99,FO,2022-07-21 00:51:32
408,San Jose,37.3394,-121.895,90.7,45,20,11.5,US,2022-07-21 00:48:36
409,Odweyne,9.4092,45.064,68.54,64,92,19.48,SO,2022-07-21 00:51:33
410,Kaohsiung,22.6163,120.3133,89.69,73,40,2.3,TW,2022-07-21 00:51:33
411,Port-Gentil,-0.7193,8.7815,74.03,85,100,13.06,GA,2022-07-21 00:51:33
412,Ucluelet,48.9329,-125.5528,61.11,86,12,1.99,CA,2022-07-21 00:51:33
413,Masingbi,8.7833,-11.95,71.94,100,100,2.15,SL,2022-07-21 00:51:34
414,Buraydah,26.326,43.975,84.65,13,89,5.12,SA,2022-07-21 00:51:34
415,Denpasar,-8.65,115.2167,78.46,83,75,10.36,ID,2022-07-21 00:51:03
416,Itoigawa,37.0333,137.85,80.02,83,100,3.13,JP,2022-07-21 00:51:35
417,Ostrovnoy,68.0531,39.5131,47.68,96,31,3.76,RU,2022-07-21 00:51:32
418,Visnes,59.3556,5.2242,57.81,88,100,14.97,NO,2022-07-21 00:52:35
419,Rio Grande,-32.035,-52.0986,59.95,92,0,12.12,BR,2022-07-21 00:49:41
420,Grand Gaube,-20.0064,57.6608,68.4,75,91,5.99,MU,2022-07-21 00:52:36
421,Semporna,4.4818,118.6112,83.1,75,29,2.04,MY,2022-07-21 00:52:36
422,Talnakh,69.4865,88.3972,56.21,65,100,7.92,RU,2022-07-21 00:52:36
423,Haines Junction,60.7522,-137.5108,55.35,54,100,5.75,CA,2022-07-21 00:52:36
424,Boa Vista,2.8197,-60.6733,84.18,65,40,3.44,BR,2022-07-21 00:47:59
425,Kampong Chhnang,12.1667,104.55,77.07,91,100,9.48,KH,2022-07-21 00:52:37
426,Mabaruma,8.2,-59.7833,72.79,98,100,2.86,GY,2022-07-21 00:52:37
427,Erenhot,43.6475,111.9767,82.74,24,4,7.18,CN,2022-07-21 00:52:38
428,Verkhnyaya Inta,65.9811,60.3094,61.92,60,60,5.53,RU,2022-07-21 00:52:38
429,Yonibana,8.4447,-12.245,72.07,99,100,4.34,SL,2022-07-21 00:52:38
430,Banff,51.1762,-115.5698,79.18,21,3,10.36,CA,2022-07-21 00:52:39
431,Tommot,58.9564,126.2925,74.01,63,9,4.5,RU,2022-07-21 00:52:39
432,Road Town,18.4167,-64.6167,82.49,83,40,12.66,VG,2022-07-21 00:52:39
433,Qaqortoq,60.7167,-46.0333,46.56,96,41,1.41,GL,2022-07-21 00:52:39
434,Beyneu,45.3167,55.2,80.2,29,35,15.66,KZ,2022-07-21 00:52:40
435,Nizhniy Ingash,56.2,96.53,65.43,60,42,4.29,RU,2022-07-21 00:52:40
436,Moose Factory,51.2585,-80.6094,68.0,77,75,17.27,CA,2022-07-21 00:52:41
437,Bac,45.3919,19.2367,62.6,37,0,3.8,RS,2022-07-21 00:52:41
438,Socorro,31.6546,-106.3033,98.46,30,100,12.26,US,2022-07-21 00:52:41
439,Mogadishu,2.0371,45.3438,74.82,84,64,18.68,SO,2022-07-21 00:52:41
440,Kangundo,-1.2979,37.3471,57.54,86,79,4.09,KE,2022-07-21 00:52:42
441,Andenes,69.3143,16.1194,56.93,88,75,4.61,NO,2022-07-21 00:52:42
442,Juegang,32.3174,121.1855,83.98,84,100,9.15,CN,2022-07-21 00:52:42
443,Nizhniy Tsasuchey,50.5167,115.1333,73.49,56,1,10.02,RU,2022-07-21 00:52:43
444,Leh,34.1667,77.5833,61.07,20,100,8.72,IN,2022-07-21 00:52:43
445,Popondetta,-8.7537,148.2534,85.21,64,69,3.89,PG,2022-07-21 00:52:43
446,Poum,-20.2333,164.0167,78.08,80,68,17.31,NC,2022-07-21 00:52:44
447,Bayanday,53.0661,105.5139,64.17,59,76,4.99,RU,2022-07-21 00:52:44
448,Linden,6.0,-58.3,73.13,98,100,2.68,GY,2022-07-21 00:52:44
449,Codrington,-38.2667,141.9667,53.69,56,5,6.4,AU,2022-07-21 00:51:37
450,Rosetta,31.4044,30.4164,76.53,72,0,15.55,EG,2022-07-21 00:52:45
451,Aragats,40.4889,44.3528,65.77,80,0,5.99,AM,2022-07-21 00:52:45
452,Salisbury,51.0693,-1.7957,65.53,78,75,8.05,GB,2022-07-21 00:52:46
453,Tazovskiy,67.4667,78.7,45.5,87,100,10.89,RU,2022-07-21 00:52:46
454,Guadalupe Y Calvo,26.1,-106.9667,57.13,92,100,1.95,MX,2022-07-21 00:52:46
455,Gimli,50.6336,-96.9907,70.34,66,0,17.0,CA,2022-07-21 00:49:34
456,Nome,64.5011,-165.4064,48.27,87,100,11.5,US,2022-07-21 00:52:47
457,Xiuyan,40.2928,123.2744,70.57,84,100,2.71,CN,2022-07-21 00:52:47
458,Ondjiva,-17.0667,15.7333,52.39,37,0,7.38,AO,2022-07-21 00:52:47
459,Kropotkin,45.4375,40.5756,60.35,66,0,7.47,RU,2022-07-21 00:52:48
460,Ingham,42.6,-84.3833,80.78,64,40,4.61,US,2022-07-21 00:52:48
461,Kenai,60.5544,-151.2583,57.02,90,100,10.36,US,2022-07-21 00:51:55
462,Rabo De Peixe,37.8,-25.5833,69.31,88,75,3.44,PT,2022-07-21 00:52:48
463,Nacala,-14.5428,40.6728,66.11,85,9,5.08,MZ,2022-07-21 00:52:49
464,Chimoio,-19.1164,33.4833,60.66,100,40,1.28,MZ,2022-07-21 00:53:49
465,Muros,42.7762,-9.0603,67.08,81,5,10.11,ES,2022-07-21 00:53:49
466,Usinsk,65.9939,57.5281,63.91,62,98,7.31,RU,2022-07-21 00:53:50
467,Ilave,-16.0833,-69.6667,38.28,39,14,4.88,PE,2022-07-21 00:53:50
468,Vostok,46.4856,135.8833,68.11,90,84,2.37,RU,2022-07-21 00:53:50
469,Diamantino,-14.4086,-56.4461,73.11,42,10,4.61,BR,2022-07-21 00:53:51
470,Bud,39.447,-86.1758,87.64,79,0,8.48,US,2022-07-21 00:53:51
471,Le Mans,48.0,0.2,67.93,77,100,3.44,FR,2022-07-21 00:50:35
472,Naples,40.8333,14.25,79.75,68,0,3.44,IT,2022-07-21 00:49:30
473,Eravur,7.7733,81.6095,79.65,83,100,2.15,LK,2022-07-21 00:53:51
474,Zonguldak,41.25,31.8333,52.9,84,0,4.52,TR,2022-07-21 00:53:52
475,Tacna,-18.0056,-70.2483,53.8,82,100,3.44,PE,2022-07-21 00:53:52
476,Olot,42.181,2.4901,72.61,80,0,4.27,ES,2022-07-21 00:53:52
477,Concordia,-31.393,-58.0209,65.79,96,100,7.0,AR,2022-07-21 00:50:14
478,Liuli,-11.0833,34.6333,69.8,63,14,5.06,TZ,2022-07-21 00:53:53
479,Ntoum,0.3833,9.7833,76.77,86,100,4.18,GA,2022-07-21 00:53:53
480,Kaeo,-35.1,173.7833,60.33,84,1,17.67,NZ,2022-07-21 00:50:10
481,Borogontsy,62.6683,131.1683,80.89,51,98,7.58,RU,2022-07-21 00:53:54
482,Lindenberg,49.3803,8.0986,66.99,94,9,6.49,DE,2022-07-21 00:53:54
483,Cap Malheureux,-19.9842,57.6142,65.46,75,89,5.99,MU,2022-07-21 00:53:54
484,Xiaoshi,41.2971,124.1209,67.26,94,100,0.96,CN,2022-07-21 00:53:55
485,Havoysund,70.9963,24.6622,57.43,80,74,11.01,NO,2022-07-21 00:53:55
486,Katangli,51.7102,143.2326,52.86,99,100,9.66,RU,2022-07-21 00:49:02
487,Morgan City,29.6994,-91.2068,87.01,79,5,8.97,US,2022-07-21 00:53:55
488,Portsmouth,50.799,-1.0913,66.97,83,100,5.01,GB,2022-07-21 00:53:56
489,Along,28.1667,94.7667,77.0,98,100,0.49,IN,2022-07-21 00:53:56
490,Ketchikan,55.3422,-131.6461,58.21,75,100,9.1,US,2022-07-21 00:53:56
491,Houston,29.7633,-95.3633,95.38,63,0,17.27,US,2022-07-21 00:51:20
492,Truth Or Consequences,33.1284,-107.2528,91.63,32,0,21.85,US,2022-07-21 00:53:57
493,Lesozavodsk,45.4794,133.4244,71.2,88,95,5.95,RU,2022-07-21 00:53:57
494,Westport,41.1415,-73.3579,85.33,67,0,11.5,US,2022-07-21 00:51:03
495,San Andres,12.5847,-81.7006,84.22,79,40,9.22,CO,2022-07-21 00:53:57
496,La Rioja,42.25,-2.5,58.78,80,0,3.31,ES,2022-07-21 00:53:58
497,Kamenka,51.3223,42.7678,57.07,94,100,5.75,RU,2022-07-21 00:53:58
498,Faanui,-16.4833,-151.75,78.08,69,8,10.45,PF,2022-07-21 00:53:58
499,Mae Sai,20.4335,99.8762,76.75,95,100,2.08,TH,2022-07-21 00:53:59
500,Kasempa,-13.4584,25.8338,63.07,59,94,7.02,ZM,2022-07-21 00:53:59
501,Agadir,30.4202,-9.5982,79.25,32,51,5.7,MA,2022-07-21 00:53:59
502,Vila Franca Do Campo,37.7167,-25.4333,70.21,89,50,3.09,PT,2022-07-21 00:54:00
503,Mayumba,-3.432,10.6554,69.42,95,45,5.41,GA,2022-07-21 00:54:00
504,Hofn,64.2539,-15.2082,52.11,71,14,4.14,IS,2022-07-21 00:49:30
505,Sokoto,13.0609,5.239,76.39,81,100,13.18,NG,2022-07-21 00:54:00
506,Cayenne,4.9333,-52.3333,81.09,1,0,0.0,GF,2022-07-21 00:54:01
507,Belaya Gora,68.5333,146.4167,56.53,51,19,6.2,RU,2022-07-21 00:54:01
508,Flin Flon,54.7682,-101.865,66.61,52,97,12.48,CA,2022-07-21 00:54:01
509,Podor,16.6527,-14.9587,82.35,78,0,4.61,MR,2022-07-21 00:54:02
510,Dilijan,40.741,44.8636,58.93,89,0,1.66,AM,2022-07-21 00:55:02
511,Tarko-Sale,64.9225,77.785,54.09,65,63,9.55,RU,2022-07-21 00:55:02
512,Labuhan,-6.8844,112.2051,78.96,72,7,13.04,ID,2022-07-21 00:55:03
513,Ransang,8.9603,117.5828,83.79,71,100,1.72,PH,2022-07-21 00:55:03
514,Lamesa,32.7376,-101.951,94.33,24,70,14.58,US,2022-07-21 00:55:03
515,Hadejia,12.4498,10.0444,74.79,77,100,4.34,NG,2022-07-21 00:55:04
516,Rocky Mountain House,52.3668,-114.9188,73.51,38,8,2.3,CA,2022-07-21 00:54:02
517,Dongobesh,-4.0667,35.3833,49.89,92,60,9.95,TZ,2022-07-21 00:55:04
518,Madeji,27.7544,68.4526,86.02,69,11,10.94,PK,2022-07-21 00:55:04
519,Biu,10.6129,12.1946,66.0,94,100,1.25,NG,2022-07-21 00:55:05
520,Maiduguri,11.8464,13.1603,73.29,78,100,4.61,NG,2022-07-21 00:55:05
521,Cachira,7.741,-73.0483,58.3,98,95,4.21,CO,2022-07-21 00:55:05
522,High Level,58.5169,-117.136,73.51,46,40,3.44,CA,2022-07-21 00:55:06
523,Pueblo Bello,8.2041,-76.526,73.9,97,97,3.22,CO,2022-07-21 00:55:06
524,Fenyeslitke,48.2713,22.1001,66.83,61,0,8.19,HU,2022-07-21 00:55:06
525,Pacific Grove,36.6177,-121.9166,80.24,85,44,5.99,US,2022-07-21 00:55:07
526,Yar-Sale,66.8333,70.8333,53.38,61,93,13.67,RU,2022-07-21 00:55:07
527,Imbituba,-28.24,-48.6703,64.09,93,10,15.99,BR,2022-07-21 00:55:07
528,Dmitriyevka,54.75,55.3333,54.95,80,100,2.89,RU,2022-07-21 00:55:08
529,Horsham,51.064,-0.3272,65.01,93,40,5.75,GB,2022-07-21 00:55:08
530,Clyde River,70.4692,-68.5914,37.63,93,100,11.5,CA,2022-07-21 00:55:08
531,Trairi,-3.2778,-39.2689,77.2,79,80,12.28,BR,2022-07-21 00:50:48
532,Hukay,13.8452,120.7029,83.98,74,100,9.91,PH,2022-07-21 00:55:09
533,Tocopilla,-22.092,-70.1979,60.42,77,50,0.76,CL,2022-07-21 00:51:53
534,Beaumont,30.0861,-94.1019,89.58,66,40,10.36,US,2022-07-21 00:55:09
535,Carlos Antonio Lopez,-26.4,-54.7667,63.97,94,58,3.13,PY,2022-07-21 00:55:10
536,Muisne,0.6,-80.0333,73.72,86,100,7.25,EC,2022-07-21 00:55:10
537,Camacha,33.0833,-16.3333,67.42,78,75,10.36,PT,2022-07-21 00:55:10
538,Konstantinovka,49.6167,127.9833,74.88,67,100,5.44,RU,2022-07-21 00:55:10
539,Inndyr,67.0338,14.0276,55.78,96,100,5.1,NO,2022-07-21 00:55:11
540,Henties Bay,-22.116,14.2845,54.19,87,0,4.9,NA,2022-07-21 00:55:11
541,Lerwick,60.1545,-1.1494,53.6,88,100,16.26,GB,2022-07-21 00:55:11
542,Caravelas,-17.7125,-39.2481,70.88,79,0,6.24,BR,2022-07-21 00:55:12
543,Baykit,61.67,96.37,62.22,70,28,3.69,RU,2022-07-21 00:55:12
544,New Glasgow,45.5834,-62.6486,71.38,81,0,5.44,CA,2022-07-21 00:50:50
545,Priupskiy,53.9096,37.736,50.36,98,96,7.49,RU,2022-07-21 00:55:12
546,Laguna,38.421,-121.4238,105.15,18,0,10.36,US,2022-07-21 00:55:13
547,Mangit,40.5971,70.9607,82.74,19,0,3.98,UZ,2022-07-21 00:55:13
548,Sept-Iles,50.2001,-66.3821,75.72,50,20,8.05,CA,2022-07-21 00:55:13
549,Dicabisagan,17.0818,122.4157,86.23,71,91,4.12,PH,2022-07-21 00:55:14
550,Manta,-0.95,-80.7333,71.38,83,75,9.22,EC,2022-07-21 00:55:14
551,Abashiri,44.0213,144.2697,59.29,88,75,6.91,JP,2022-07-21 00:55:14
552,Hualmay,-11.0964,-77.6139,61.74,83,55,9.62,PE,2022-07-21 00:51:38
553,Oranjestad,12.524,-70.027,82.35,78,20,24.16,AW,2022-07-21 00:55:15
554,Seoul,37.5683,126.9778,72.84,97,100,10.36,KR,2022-07-21 00:54:42
555,Conakry,9.538,-13.6773,75.27,94,75,6.91,GN,2022-07-21 00:55:15
556,Zaysan,47.4667,84.8667,74.28,26,37,1.21,KZ,2022-07-21 00:55:16
557,Bambari,5.768,20.6757,68.76,98,60,1.5,CF,2022-07-21 00:55:16
558,Ambon,-3.6954,128.1814,78.94,89,40,5.75,ID,2022-07-21 00:55:16
559,Hobyo,5.3505,48.5268,74.82,80,69,23.4,SO,2022-07-21 00:56:16
560,Zhanakorgan,43.9098,67.2495,88.45,19,0,8.39,KZ,2022-07-21 00:56:17
561,Nadym,65.5333,72.5167,54.27,61,20,11.54,RU,2022-07-21 00:56:17
562,Coos Bay,43.3665,-124.2179,73.31,88,100,14.97,US,2022-07-21 00:51:27
563,Nushki,29.5542,66.0215,84.92,47,3,8.5,PK,2022-07-21 00:56:18
564,Monte Alegre,-2.0078,-54.0692,75.45,88,49,4.41,BR,2022-07-21 00:56:18
565,Atar,20.5169,-13.0499,85.89,47,18,11.43,MR,2022-07-21 00:56:18
566,Erdenet,49.0333,104.0833,54.97,74,100,6.33,MN,2022-07-21 00:56:19
567,Stornoway,58.2093,-6.3865,53.92,89,75,3.0,GB,2022-07-21 00:56:19
568,Ajdabiya,30.7554,20.2263,73.06,63,0,8.66,LY,2022-07-21 00:56:19
569,Manokwari,-0.8667,134.0833,82.47,70,74,0.94,ID,2022-07-21 00:56:20
570,Goderich,43.7501,-81.7165,75.9,78,15,12.66,CA,2022-07-21 00:56:20
571,Port Macquarie,-31.4333,152.9167,57.88,73,100,15.73,AU,2022-07-21 00:56:13
572,Kalemie,-5.9475,29.1947,69.57,60,0,1.19,CD,2022-07-21 00:56:20
573,Mashiko,36.4667,140.1,81.81,62,100,3.6,JP,2022-07-21 00:56:21
574,Sumenep,-7.0167,113.8667,81.43,67,38,10.96,ID,2022-07-21 00:56:21
575,Havre-Saint-Pierre,50.2334,-63.5986,70.16,64,40,12.66,CA,2022-07-21 00:56:21
576,Gerash,27.6652,54.1371,86.14,57,23,2.86,IR,2022-07-21 00:56:22
577,Abu Samrah,35.3029,37.1841,74.46,63,0,16.78,SY,2022-07-21 00:56:22
578,Jaguey Grande,22.5269,-81.1286,78.87,82,34,5.14,CU,2022-07-21 00:56:22
579,Carutapera,-1.195,-46.02,76.06,87,23,5.28,BR,2022-07-21 00:53:18
580,Awbari,26.5921,12.7805,78.93,23,0,8.81,LY,2022-07-21 00:56:23
581,Bondo,3.8146,23.6866,67.69,99,92,1.9,CD,2022-07-21 00:56:23
582,Gorontalo,0.5412,123.0595,84.29,71,9,2.89,ID,2022-07-21 00:52:35
583,Antofagasta,-23.65,-70.4,56.48,79,100,2.17,CL,2022-07-21 00:56:24
584,Fenoarivo,-18.933,47.4354,53.67,100,75,8.05,MG,2022-07-21 00:56:24
585,Algiers,36.7525,3.042,71.42,88,20,2.3,DZ,2022-07-21 00:56:24
586,Togul,53.465,85.9128,61.97,65,100,5.79,RU,2022-07-21 00:56:25
587,Kikwit,-5.041,18.8162,74.95,65,6,0.81,CD,2022-07-21 00:56:25
588,Pionerskiy,54.9508,20.2275,60.75,79,0,9.62,RU,2022-07-21 00:56:25
589,Dudinka,69.4058,86.1778,56.62,78,100,9.24,RU,2022-07-21 00:56:26
